spp,x,G,N,time,ext
Species1,-0.02198057877365758,710.2434022915348,1.1166885867002422e6,1761.9898294879567,Extinct
Species1,-0.417315620591078,714.0823524351372,1.0612266016469714e6,1917.2117329351988,Extinct
Species1,0.17231965695872983,720.2689386399368,1.002834424925866e6,2072.877424696149,Extinct
Species1,-0.5246689761496104,716.453887224553,973014.8661115025,2222.6988133288683,Extinct
Species1,-0.060895964946758814,720.3918889966566,945711.7760755325,2387.9525026485258,Extinct
Species1,-0.2375746791048066,726.3051467517943,907764.9290375649,2545.1589552975606,Extinct
Species1,-0.05548219284966985,728.369446753588,870260.2987081436,2702.458508867317,Extinct
Species1,0.192963694890108,726.9823436423231,839801.7527228519,2860.7755959102333,Extinct
Species1,-0.021441425333414803,723.6231182955214,807871.8778192656,3022.7692114610377,Extinct
Species1,-0.12186452055284457,729.8140736498669,770363.5071236723,3179.590455801077,Extinct
Species1,0.06904304137626495,721.8716638037209,739285.0779828299,3336.3174847280816,Extinct
Species1,0.5713326222119712,729.5471638109108,691292.5258351921,3485.0097767255893,Extinct
Species1,0.662786100272578,734.1080824228939,651227.6798331264,3638.573130931779,Extinct
Species1,0.09972713018305861,738.4110097152103,621025.6693326486,3802.028803627038,Extinct
Species1,0.09927123799964291,733.4462504928729,584938.6708621576,3969.0130270751574,Extinct
Species1,0.030200665742882462,741.1818639582126,547885.8446607591,4126.321182115094,Extinct
Species1,0.26235848436867387,735.0195681892168,508605.1959417875,4277.68502817071,Extinct
Species1,-0.7975578602883181,736.9543670789682,482838.1414175211,4441.111540823241,Extinct
Species1,-0.054770363000512086,742.8875753697113,459111.8762052929,4594.915724333117,Extinct
Species1,-0.15473429616942347,746.0848661596672,427391.0075796148,4749.116651616561,Extinct
Species1,0.5130875983921487,750.2079101770208,410445.85827895114,4904.434285016371,Extinct
Species1,-0.15071068462364884,740.5671559168653,392831.4996811818,5063.719864284423,Extinct
Species1,0.5401189494548798,745.255225734091,378622.57648467436,5224.2459101475115,Extinct
Species1,0.5106214812562218,750.639997352908,358109.2900541122,5388.94042660154,Extinct
Species1,-0.26583381796499606,740.6354031077216,336216.24309435167,5545.354121451614,Extinct
Species1,0.06438213416257925,746.7841109108219,308820.41058138444,5705.582488714845,Extinct
Species1,0.24470612867191824,744.7509371043127,291811.5734868763,5858.903901889063,Extinct
Species1,0.1772322401967843,744.3331627403998,271457.21926919813,6018.362602878218,Extinct
Species1,0.1559553180420545,756.0918102950836,257896.92094028887,6186.95819858333,Extinct
Species1,0.11669743064939796,744.8989620202343,230382.4034053318,6345.688140411222,Extinct
Species1,0.6755302867817533,755.0994624300712,208199.15313434837,6513.829086040545,Extinct
Species1,-0.4263626642885645,748.8919239771323,189677.21835755472,6673.585653296332,Extinct
Species1,-0.5604360918549135,749.8710730401795,167012.13334518883,6839.311032742797,Extinct
Species1,-0.4561515012983895,754.9749417500815,158787.99160892842,7001.645918590908,Extinct
Species1,0.7303936011438041,765.4660038606806,152959.14790309625,7168.295011417038,Extinct
Species1,1.225291046822039,750.2636340870414,144446.49421712515,7338.69518409374,Extinct
Species1,0.44459457288737037,743.0042083501232,130701.486798761,7501.404305071159,Extinct
Species1,-1.5170360051610237,757.7087601066488,125460.64338747403,7666.402411908262,Extinct
Species1,-0.0335410286506631,748.6692792204204,115447.73876645451,7843.655132354447,Extinct
Species1,-0.039027103004792306,741.8291473653148,107579.70072621318,8015.967199183834,Extinct
Species1,0.37640949580181504,765.7636319058875,99685.66987790506,8178.262317601018,Extinct
Species1,-0.09726682917876901,764.5130746296386,94118.76910282072,8346.847276287574,Extinct
Species1,-0.6949350224238107,740.1225542536727,87615.06110969186,8522.27561089171,Extinct
Species1,0.21504301342833157,753.0179412115369,92699.55695533022,8696.248151713804,Extinct
Species1,-0.5055286300844032,742.8656171723092,87386.76195781273,8857.133818974033,Extinct
Species1,-0.16290104631391253,732.7424032083877,74608.20226127084,9026.753903190829,Extinct
Species1,0.7406167654356084,788.754451647539,63353.81118997211,9195.383726027947,Extinct
Species1,-1.5212008173950498,759.2545256068466,60182.93517577673,9363.007383066899,Extinct
Species1,-0.9974486045678539,793.31877251053,58231.90408926662,9538.224323666904,Extinct
Species1,-1.4691272722144324,772.396004896957,59610.66739776084,9711.993513455001,Extinct
Species1,-2.1013866896937365,756.3456817982413,57414.0062547511,9891.720824333715,Extinct
Species1,-2.0144321088032346,746.9163947672812,56181.155634273826,10065.63917255247,Extinct
Species1,-1.4665223229774993,753.2431878849861,52389.3498788303,10240.047663690873,Extinct
Species1,-0.4075692439051385,777.854924269825,48538.215080636954,10421.101488339948,Extinct
Species1,-0.8823134413678226,747.6796461249573,47131.36071240169,10600.478861343083,Extinct
Species1,-0.9302289506908588,767.3700495927865,47324.13299833042,10777.13066861171,Extinct
Species1,2.1212770923632718,751.4225671077658,44017.125080715814,10954.38609049588,Extinct
Species1,0.5931785020654544,731.2284259585317,40716.857619458,11131.629244774438,Extinct
Species1,3.425912209150078,754.5146985183187,36293.2347694226,11303.661889712925,Extinct
Species1,3.0400310565354722,730.1894994501882,34414.92549196005,11478.440250125139,Extinct
Species1,4.0134756125167454,751.5952629798053,28531.110501509218,11650.270759156885,Extinct
Species1,1.9065870386193244,742.2796664731172,26163.944640609214,11822.804624913042,Extinct
Species1,-2.471891530810916,776.9728563925203,23264.909427364717,12000.5904030698,Extinct
Species1,-1.1595431077582057,752.5024874951365,22166.58101822044,12173.04180375448,Extinct
Species1,0.0524734693966664,758.0468948396045,18417.31471712775,12356.62014723595,Extinct
Species1,-2.156899372147863,719.9986260729778,18033.203244853656,12545.406421440617,Extinct
Species1,-1.967122672362641,803.2061520127111,17790.979006847003,12724.945857068054,Extinct
Species1,-0.6698175692527464,721.9870653765863,16247.121157506072,12904.146084530468,Extinct
Species1,3.2632069341815884,740.8273899122667,16978.98399809405,13089.749599929382,Extinct
Species1,-0.11193795677039993,756.4480277205381,14115.293778535397,13266.405728418073,Extinct
Species1,-2.8752848420700667,733.5785493562369,11058.376376968601,13441.356791633125,Extinct
Species1,3.0011664277234997,692.3575501762698,10038.385270880075,13620.781981516782,Extinct
Species1,1.5552286789806733,778.2501244457258,10425.430600822287,13805.045655235053,Extinct
Species1,-1.8048359502798879,712.2616945855694,9695.266084721352,13975.188082649314,Extinct
Species1,0.79700245301488,777.4818165875074,9085.543489082676,14085.55871570831,Extinct
Species1,-0.8751036729487913,766.8943087058682,8608.960532596968,14125.898275291256,Extinct
Species1,0.5930063440988006,729.9532205520816,6145.913529695735,14308.551340795146,Extinct
Species1,1.309129839124985,737.9649995843512,6204.221521719194,14500.280548915434,Extinct
Species1,-3.93501351033074,755.2605714308869,6608.874124818372,14685.746677408339,Extinct
Species1,-0.07746334532804204,788.2408605652947,6146.009246947275,14868.191218627671,Extinct
Species1,-1.4613063834758955,759.9411082575772,5107.61187416758,15062.431416259296,Extinct
Species1,2.3762278415257034,677.2804783908231,5108.309659009184,15248.853642579252,Extinct
Species1,-2.444354687898472,698.6863933719288,4197.571685304269,15436.876897166168,Extinct
Species1,-2.8803823386183565,757.708377361301,3774.9846149047903,15627.214452631157,Extinct
Species1,0.4531788518815385,785.4286398808908,3548.123479578235,15805.686163383163,Extinct
Species1,-2.3686158151389805,659.6752331211642,3132.5593924685504,15994.311806973645,Extinct
Species1,-4.192608916456704,742.0367194714964,2246.477741639548,16178.855293287876,Extinct
Species1,-5.228644313073068,707.1777228506477,2866.580393119837,16368.130891890742,Extinct
Species1,-0.10930825592328523,804.6562945279196,2023.8107464988123,16454.979275001137,Extinct
Species1,-6.950051005981659,719.8505758531435,2181.566928171445,16505.638835583108,Extinct
Species1,-2.71444970941658,794.9258363411748,2403.416340817052,16541.787334666908,Extinct
Species1,-2.6856915540982915,788.7494599494064,2063.869622476812,16722.534760239636,Extinct
Species1,-5.598604664017901,712.722891120925,2054.8864715340087,16778.025703785635,Extinct
Species1,-5.0786245975297355,782.019365802797,1402.169503194287,16878.249274354228,Extinct
Species1,2.1203287126674484,752.3130079950714,1186.9288420728817,17030.315201289992,Extinct
Species1,-4.686493024269495,722.4376982106158,1022.145748511109,17202.740120868297,Extinct
Species1,-1.915989613850099,589.5700231517714,928.4039501243943,17381.932574043978,Extinct
Species1,-1.0823249653441276,352.4086575267123,618.3973248062341,17530.57270592397,Extinct
Species1,11.449764984476225,690.5207135065262,445.15716360786365,17608.046987248268,Extinct
Species1,10.2874208275481,911.0791395106588,433.2109603308892,17662.25142741117,Extinct
Species1,-4.82494271979231,807.0438046375506,291.70539392656843,17779.15804756031,Extinct
Species1,11.101659671349001,598.3029877183753,483.0921550946437,17889.317220653633,Extinct
Species1,6.444765145014826,675.8473161329669,470.3597474817443,17990.062863886364,Extinct
Species1,-14.934574190169398,396.62827690582213,294.16004039891897,18131.427947147826,Extinct
Species1,-7.2608078267497955,558.2639420106099,267.48575297250636,18224.575484045527,Extinct
Species1,7.698853703342763,684.407600863553,249.22176815371074,18426.680427102077,Extinct
Species1,3.530616739587009,772.5228227184228,906.7385182795723,18623.40066236919,Extinct
Species1,-0.10940218049131992,786.6922331702503,1040.2900530643976,18790.434337076076,Extinct
Species1,-2.2181158821370537,711.2292363375482,1351.9418881097422,18898.34924529313,Extinct
Species1,1.9709375970661696,686.5260527028128,1369.674673961017,19017.349762712885,Extinct
Species1,10.208928038669423,507.0518220701203,1418.1521889944756,19090.330799842985,Extinct
Species1,13.85903896024345,813.7100680302092,970.604960022888,19191.35130209656,Extinct
Species1,19.527612615287236,611.8293978458661,1291.3091699612596,19354.250170460287,Extinct
Species1,18.514116450842803,677.6439921294295,1120.8539368544943,19435.30107295585,Extinct
Species1,10.39502953557568,659.3820706372651,879.806127417976,19565.064754386796,Extinct
Species1,11.44142416904886,700.619438534679,788.607272066106,19607.52589158896,Extinct
Species1,8.043300661436167,481.8624272213921,909.4477734543068,19745.46821694909,Extinct
Species1,-2.5976199085001532,492.7314259291403,909.4866721356949,19845.556491523257,Extinct
Species1,1.9189044767269507,799.3065492574731,510.550879459667,19961.754532166302,Extinct
Species1,12.822414853512328,350.5484537634875,515.1112108508632,20152.135924652914,Extinct
Species1,8.731131624265053,573.9362695872885,359.62956145567006,20249.80478465836,Extinct
Species2,-1.032126107878445,51.96314232239696,1.7278930683694812e6,0.0,Extant
Species2,-1.9966820886529626,93.00111355249936,1.3552116497152252e6,0.10994275483583077,Extant
Species2,-3.8108857626440953,167.40596028526795,1.5083881652968044e6,0.27263481106149157,Extant
Species2,-6.8998999911564605,286.1628553302269,1.8322798798582733e6,0.45984567742530574,Extant
Species2,-12.40361276305953,472.1331274550243,2.2305912319141394e6,0.694961046709183,Extant
Species2,-23.078475674651997,714.5149877984453,2.7164884462936684e6,1.079465625058513,Extant
Species2,-43.148055338298775,661.2595992294765,3.6846209966105088e6,2.456345304964498,Extant
Species2,-53.06365759078664,466.250134622962,4.36899866832045e6,6.4924970343915325,Extant
Species2,-49.13498510836466,353.8284855035987,5.53100988505084e6,13.068724063859397,Extant
Species2,-51.26417987922987,315.54559749183295,6.969429715451634e6,21.911565017011828,Extant
Species2,-53.55509028421643,300.15115462431436,8.961777433269583e6,30.750637302226625,Extant
Species2,-58.52041577054566,230.53372896037467,1.1876877285814486e7,44.64749258853375,Extant
Species2,-62.80968921133346,140.98445666062582,1.519473714225381e7,63.018147529265974,Extant
Species2,-65.25378495380906,23.8463232220203,1.8686722903653435e7,95.6749661849115,Extant
Species2,-66.77959558617425,10.132101472477856,2.6059607763265677e7,207.6005064633899,Extant
Species2,-68.61238609456092,10.15528123812232,2.5819263421388213e7,412.27021545183857,Extant
Species2,-69.387847152178,10.135877753789774,2.575512779876758e7,603.497245533299,Extant
Species2,-69.74042050357083,10.179259489097587,2.5669930344498307e7,779.2120190472843,Extant
Species2,-69.94138541250096,10.236901953189086,2.5553246014506187e7,947.6111434286105,Extant
Species2,-70.08201904998424,10.282296930613484,2.54793946817782e7,1119.0007021810454,Extant
Species2,-70.19138118833517,10.331965679229096,2.5405857929516833e7,1291.2403494232992,Extant
Species2,-70.26988808868323,10.389347766966818,2.529446727642275e7,1448.08253392209,Extant
Species2,-70.33187002439479,10.469255035878888,2.517094520818107e7,1602.07728175091,Extant
Species2,-70.39775771315684,10.515716204096698,2.509039719137523e7,1761.9898294879567,Extant
Species2,-70.45281731605169,10.571454396224981,2.5029146793749575e7,1917.2117329351988,Extant
Species2,-70.5085968285606,10.595474767914482,2.4956029052267794e7,2072.877424696149,Extant
Species2,-70.55514061269017,10.63240398601634,2.4921365302014083e7,2222.6988133288683,Extant
Species2,-70.59132235812172,10.664289327576919,2.4864628011281107e7,2387.9525026485258,Extant
Species2,-70.62991160079824,10.699962022500284,2.4806243815003123e7,2545.1589552975606,Extant
Species2,-70.66129987975205,10.737983035739713,2.4737306466303207e7,2702.458508867317,Extant
Species2,-70.69574061365965,10.77564183408086,2.4691685816166997e7,2860.7755959102333,Extant
Species2,-70.72412024040119,10.795935730332875,2.4655186701763913e7,3022.7692114610377,Extant
Species2,-70.7484062533417,10.81194943570281,2.4636112610000912e7,3179.590455801077,Extant
Species2,-70.76876308098035,10.856673331482696,2.4564236458724137e7,3336.3174847280816,Extant
Species2,-70.78866900940496,10.8559307343219,2.4569738346147608e7,3485.0097767255893,Extant
Species2,-70.81312553777371,10.8906681623381,2.453756673932326e7,3638.573130931779,Extant
Species2,-70.83357031732493,10.881280559019038,2.454534847905879e7,3802.028803627038,Extant
Species2,-70.84091752711484,10.906734542261189,2.4485182608973105e7,3969.0130270751574,Extant
Species2,-70.85762391682243,10.933623086954055,2.4446571023987684e7,4126.321182115094,Extant
Species2,-70.86976878625758,10.943401797187258,2.4429641120979905e7,4277.68502817071,Extant
Species2,-70.8749113888713,10.96123947661174,2.4415255936234515e7,4441.111540823241,Extant
Species2,-70.88558204940007,10.949664345352902,2.4444394996695254e7,4594.915724333117,Extant
Species2,-70.89160966780183,10.963826170663388,2.4414763410489187e7,4749.116651616561,Extant
Species2,-70.89799021229577,10.97272032259377,2.4404161241038036e7,4904.434285016371,Extant
Species2,-70.9092289736841,10.983583204474721,2.4391809391032975e7,5063.719864284423,Extant
Species2,-70.91598516820864,10.994962000305858,2.437737093561249e7,5224.2459101475115,Extant
Species2,-70.93285188919185,10.990520811138984,2.4369803089614503e7,5388.94042660154,Extant
Species2,-70.94504829498638,11.007369802520717,2.4358192952450834e7,5545.354121451614,Extant
Species2,-70.95424066261836,11.007592958391388,2.4343124004069097e7,5705.582488714845,Extant
Species2,-70.95649005416261,11.00542244281418,2.4341843858423777e7,5858.903901889063,Extant
Species2,-70.96646953018012,11.029566754517733,2.432524913639096e7,6018.362602878218,Extant
Species2,-70.96999648353851,11.0292856799886,2.4330227378374726e7,6186.95819858333,Extant
Species2,-70.97323658030386,11.047118169524945,2.4298062765623942e7,6345.688140411222,Extant
Species2,-70.9790825615028,11.050901793840405,2.4318922752857443e7,6513.829086040545,Extant
Species2,-70.98480466688989,11.052798811987307,2.427934114831377e7,6673.585653296332,Extant
Species2,-70.9944571070882,11.080692010936014,2.4261785975648127e7,6839.311032742797,Extant
Species2,-70.9954384112224,11.083593725479949,2.424805685988729e7,7001.645918590908,Extant
Species2,-70.99775478863563,11.084481948935432,2.423621438520102e7,7168.295011417038,Extant
Species2,-71.00153643647391,11.114314082521501,2.4210815601223838e7,7338.69518409374,Extant
Species2,-71.00340354661758,11.121998180005509,2.419384884647947e7,7501.404305071159,Extant
Species2,-71.01541807915467,11.141405823580596,2.4166667932658095e7,7666.402411908262,Extant
Species2,-71.02719161907285,11.137536666687865,2.416730429688561e7,7843.655132354447,Extant
Species2,-71.03623536390039,11.159565346983111,2.4133396088778112e7,8015.967199183834,Extant
Species2,-71.03279837330109,11.15599290413261,2.4146143325145718e7,8178.262317601018,Extant
Species2,-71.03398757217991,11.142805164441068,2.416150442632583e7,8346.847276287574,Extant
Species2,-71.03294092997272,11.15895253368684,2.415168591013949e7,8522.27561089171,Extant
Species2,-71.03791710854918,11.16750163039911,2.4143378308621295e7,8696.248151713804,Extant
Species2,-71.03848257978267,11.156494462120987,2.4164513055093553e7,8857.133818974033,Extant
Species2,-71.03706939853505,11.163368732646854,2.41292905142249e7,9026.753903190829,Extant
Species2,-71.03883246040266,11.151977725232815,2.416213195689928e7,9195.383726027947,Extant
Species2,-71.04081572456053,11.163115038922557,2.4155835096105147e7,9363.007383066899,Extant
Species2,-71.04046907288104,11.174186010449219,2.4131079957195584e7,9538.224323666904,Extant
Species2,-71.04245429319747,11.183537285993388,2.4102572729051962e7,9711.993513455001,Extant
Species2,-71.0483074115442,11.194623970915643,2.4090145153130174e7,9891.720824333715,Extant
Species2,-71.04690585247593,11.198052817370597,2.410116648679656e7,10065.63917255247,Extant
Species2,-71.0455770975781,11.193617348744475,2.40996305614033e7,10240.047663690873,Extant
Species2,-71.04584983052382,11.183360080440243,2.4093563005887024e7,10421.101488339948,Extant
Species2,-71.05869945050416,11.196359537881245,2.4093967299845036e7,10600.478861343083,Extant
Species2,-71.06057641215027,11.203899629263624,2.4091899285576623e7,10777.13066861171,Extant
Species2,-71.06306240038201,11.207203131282492,2.4079389570362203e7,10954.38609049588,Extant
Species2,-71.05962112752769,11.211894058108925,2.408794748210309e7,11131.629244774438,Extant
Species2,-71.05783439411222,11.219326565166586,2.408189055857542e7,11303.661889712925,Extant
Species2,-71.05397408421383,11.232225271772547,2.4036528549926836e7,11478.440250125139,Extant
Species2,-71.05641166356445,11.212763654936872,2.407697269344283e7,11650.270759156885,Extant
Species2,-71.04421972295575,11.198535558874482,2.40900807591776e7,11822.804624913042,Extant
Species2,-71.06689016516856,11.199341124508354,2.4091474173703317e7,12000.5904030698,Extant
Species2,-71.07490751140276,11.215757766700785,2.404203875164247e7,12173.04180375448,Extant
Species2,-71.08020689422341,11.238611523510476,2.4034244096821155e7,12356.62014723595,Extant
Species2,-71.09204726629007,11.251428131512947,2.4017709386005078e7,12545.406421440617,Extant
Species2,-71.08634207211097,11.253337740865456,2.401881441857834e7,12724.945857068054,Extant
Species2,-71.07335611323698,11.266591340063345,2.4008566264732692e7,12904.146084530468,Extant
Species2,-71.08135757370103,11.238797389095094,2.403743338247938e7,13089.749599929382,Extant
Species2,-71.0796611541356,11.247096017039915,2.4030089726824876e7,13266.405728418073,Extant
Species2,-71.07379167401594,11.2642778371349,2.399036383803728e7,13441.356791633125,Extant
Species2,-71.07966933163323,11.27693998700213,2.397974875820344e7,13620.781981516782,Extant
Species2,-71.08871599021333,11.279767217527061,2.3980064932515386e7,13805.045655235053,Extant
Species2,-71.09527956430777,11.282563714664503,2.3975073202249415e7,13975.188082649314,Extant
Species2,-71.08803460453073,11.277119265199042,2.3974652990650844e7,14085.55871570831,Extant
Species2,-71.07924158394273,11.271347158363016,2.399077296107366e7,14125.898275291256,Extant
Species2,-71.09704442652476,11.27653380416297,2.3991164432518598e7,14308.551340795146,Extant
Species2,-71.09048956722825,11.264908721533443,2.397744133785765e7,14500.280548915434,Extant
Species2,-71.09718582749171,11.27271817179515,2.398932080980988e7,14685.746677408339,Extant
Species2,-71.09760898641053,11.278473603372804,2.3987359059776e7,14868.191218627671,Extant
Species2,-71.08762004915368,11.296813241325932,2.3960783710227374e7,15062.431416259296,Extant
Species2,-71.09225453943644,11.294001339394823,2.3956243241239477e7,15248.853642579252,Extant
Species2,-71.09182532724871,11.262428714509708,2.400138095937301e7,15436.876897166168,Extant
Species2,-71.09515858368837,11.259512465725864,2.4016130486300014e7,15627.214452631157,Extant
Species2,-71.09599448536852,11.296745288802635,2.3968756499539193e7,15805.686163383163,Extant
Species2,-71.10028207081945,11.313679423232168,2.393813182988315e7,15994.311806973645,Extant
Species2,-71.09786312883608,11.316915388418998,2.3949726819782406e7,16178.855293287876,Extant
Species2,-71.10956602836094,11.333653613737175,2.3908941064052407e7,16368.130891890742,Extant
Species2,-71.11734992874564,11.328227686014154,2.3910760727420185e7,16454.979275001137,Extant
Species2,-71.1142912296848,11.319554258799469,2.3922039479579724e7,16505.638835583108,Extant
Species2,-71.11546231667785,11.32171380056819,2.3917768200620405e7,16541.787334666908,Extant
Species2,-71.11491187631853,11.320742141879647,2.3935255815896302e7,16722.534760239636,Extant
Species2,-71.1157227609278,11.324114794681753,2.3913917724801023e7,16778.025703785635,Extant
Species2,-71.10629120115425,11.324938665172386,2.3927407398150086e7,16878.249274354228,Extant
Species2,-71.1025356498102,11.31665041701614,2.392722470406394e7,17030.315201289992,Extant
Species2,-71.10766393222059,11.324867656251287,2.391566805831844e7,17202.740120868297,Extant
Species2,-71.11221701784184,11.308623894744974,2.3930730520600244e7,17381.932574043978,Extant
Species2,-71.10559832415402,11.309212818177514,2.3944046560572598e7,17530.57270592397,Extant
Species2,-71.10303761224235,11.333607171092256,2.3915159944341537e7,17608.046987248268,Extant
Species2,-71.10398562292933,11.33908671141366,2.387934665141207e7,17662.25142741117,Extant
Species2,-71.10433195751986,11.335613350737615,2.3912551174978223e7,17779.15804756031,Extant
Species2,-71.1025337249636,11.340668309603048,2.392113377402516e7,17889.317220653633,Extant
Species2,-71.10701138051127,11.330422231854783,2.3922286009862475e7,17990.062863886364,Extant
Species2,-71.11581910135529,11.334630663723548,2.3908592263153084e7,18131.427947147826,Extant
Species2,-71.11289441398714,11.35226160345361,2.3888724002577882e7,18224.575484045527,Extant
Species2,-71.11256521163266,11.347013995778484,2.3901537284104303e7,18426.680427102077,Extant
Species2,-71.11175573009703,11.342454650848754,2.3901193138673123e7,18623.40066236919,Extant
Species2,-71.11181358324544,11.341974764076959,2.389511110499617e7,18790.434337076076,Extant
Species2,-71.1133218639936,11.32565646897323,2.393286981805571e7,18898.34924529313,Extant
Species2,-71.10387813248289,11.3475242362035,2.3892081974207822e7,19017.349762712885,Extant
Species2,-71.1040597956127,11.334507773248468,2.3908586760351468e7,19090.330799842985,Extant
Species2,-71.10345660954572,11.352335968690854,2.3880727353564132e7,19191.35130209656,Extant
Species2,-71.10236101484156,11.352829014291421,2.3881690071347654e7,19354.250170460287,Extant
Species2,-71.10538535161893,11.353737324787193,2.3876499272515662e7,19435.30107295585,Extant
Species2,-71.11485754111011,11.369681197735327,2.386357568445896e7,19565.064754386796,Extant
Species2,-71.11621520624321,11.370256380058327,2.385616380121055e7,19607.52589158896,Extant
Species2,-71.11255196530112,11.343786448981833,2.3904886581603102e7,19745.46821694909,Extant
Species2,-71.11910678974539,11.358263233300649,2.3878416512585968e7,19845.556491523257,Extant
Species2,-71.1136646812762,11.355758463990115,2.3886705403688252e7,19961.754532166302,Extant
Species2,-71.11438248831672,11.355681376739044,2.3871178978711154e7,20152.135924652914,Extant
Species2,-71.11109263791161,11.349267418489504,2.386473983662365e7,20249.80478465836,Extant
Species2,-71.12445357212366,11.362501703707975,2.3878645361233965e7,20410.400931022832,Extant
Species2,-71.12736554303135,11.367405948575577,2.3869950475147642e7,20599.35553086432,Extant
Species2,-71.12263196106908,11.384407271712226,2.3827807835240446e7,20716.341240671834,Extant
Species2,-71.12916311074528,11.383434209686417,2.384777023047063e7,20903.66171446216,Extant
Species2,-71.12983795296589,11.374892112238093,2.3839413624234512e7,21107.662812069106,Extant
Species2,-71.1248743040984,11.402966307656346,2.3827562990657195e7,21318.62204406283,Extant
Species2,-71.12681626833047,11.377262207026147,2.3839000031493776e7,21520.42588248786,Extant
Species2,-71.11958735743485,11.418867999460808,2.3800978121051904e7,21720.008963496995,Extant
Species2,-71.12433204750303,11.412590487857447,2.3810372562226526e7,21764.886367518786,Extant
Species2,-71.12229373573015,11.413756793008478,2.380263102937251e7,21802.234877403822,Extant
Species2,-71.12911135073423,11.408525750541331,2.3819151210936625e7,22008.807797089754,Extant
Species2,-71.13788960077106,11.411680726751582,2.379367300654256e7,22219.8041354584,Extant
Species2,-71.13578419399938,11.397059779584165,2.3807283993327048e7,22431.710501712034,Extant
Species2,-71.1258154316431,11.40548989024483,2.3807150136493966e7,22642.208159228314,Extant
Species2,-71.1180188903551,11.413983655859049,2.380331835462797e7,22851.588470107698,Extant
Species2,-71.12647989060797,11.401115230420922,2.382175692217112e7,23064.69827396602,Extant
Species2,-71.12966406237489,11.406841550993361,2.3801933229489617e7,23277.321392074846,Extant
Species2,-71.13945704050121,11.418140426932208,2.381114101091561e7,23482.91772239563,Extant
Species2,-71.14703201798511,11.429314786762848,2.378224477344229e7,23691.87881201724,Extant
Species2,-71.15267072907527,11.459887344245967,2.373251346565314e7,23905.235576226514,Extant
Species2,-71.15475387051549,11.460821576617345,2.375951087181785e7,24109.943349036992,Extant
Species2,-71.15431163532756,11.4650191322629,2.3751339210315645e7,24309.24023733713,Extant
Species2,-71.1495309512988,11.48816914149042,2.3705068456326053e7,24455.902107170023,Extant
Species2,-71.15253751939996,11.477507163367937,2.371190114618553e7,24670.130117006982,Extant
Species2,-71.14618585906562,11.457906246636282,2.373161903281303e7,24879.817215626616,Extant
Species2,-71.15356078956556,11.443271201751486,2.3751136443181027e7,25088.29703894647,Extant
Species2,-71.1515668398742,11.439680012334371,2.3772497551070776e7,25297.227855021683,Extant
Species2,-71.15246650785463,11.467316895171827,2.374765069194625e7,25508.979516675365,Extant
Species2,-71.16574029326378,11.465056998044826,2.374044661769055e7,25718.33554099833,Extant
Species2,-71.16168223269713,11.46686866778222,2.373806372678611e7,25926.779166245524,Extant
Species2,-71.16257692124512,11.488555954099908,2.371472859599253e7,26142.68272900779,Extant
Species2,-71.16990254292641,11.510245524581961,2.3683780665791158e7,26351.843717548225,Extant
Species2,-71.17666332656832,11.47209671438345,2.3727141216794267e7,26557.19617581737,Extant
Species2,-71.16933302824778,11.494536720594676,2.369334081750461e7,26770.062097182778,Extant
Species2,-71.17725324812763,11.506632145458191,2.366036726583062e7,26984.304105215055,Extant
